,node_id,community,Betweenness,Out-degree,In-degree,Clustering,Super-community
2489830678,989521,G,29521360916.835125,18816.0,206.0,0.0016285491614558467,International expert
454904118,4288850,G,17196226205.32668,18814.0,503.0,0.0012375442574520323,International expert
178677263,261322,G,12810381492.805182,18960.0,172.0,0.0009060931737154232,International expert
1114065175504728064,1830704,G,21059387598.816635,18680.0,315.0,0.002497625705733293,International expert
934174143939055617,4474632,B,2812304165.7404194,18589.0,27.0,0.0027518321926419693,International expert
1169793310241755137,682449,B,3041867843.6292806,18547.0,2877.0,0.012465842359508936,International expert
1133305785910550528,5774347,B,1068531545.3043369,18469.0,16.0,0.0020477391469388563,International expert
73672445,1304594,G,6305024851.202353,18428.0,29.0,0.0010235142653360417,International expert
1040632227594268673,78643,B,24728784014.107674,18329.0,2575.0,0.01579028199361294,International expert
213559194,2157740,B,574275013.8509612,18342.0,32.0,0.006057215847710949,International expert
1615205449,6715829,G,3220745522.469416,18278.0,8.0,0.001264131651039858,International expert
211948211,1255347,B,16912978069.676317,18549.0,224.0,0.000566533618969675,International expert
177583133,12726041,G,7803459710.42831,17973.0,2.0,0.0003113769090356172,International expert
183749519,5045411,B,25173182323.965214,18068.0,145.0,0.0005942351520701854,International expert
514423446,2138230,B,3910570144.651212,18020.0,24.0,0.0018628677939022766,International expert
533085085,19903536,G,0.0,17914.0,0.0,2.6748601721048752e-05,International expert
167704836,1467251,G,13993163945.345718,17884.0,69.0,0.0004496678080796771,International expert
715851056148791296,1625321,G,14552256194.622742,17811.0,149.0,0.0022692539038710858,International expert
317291424,2666769,B,16075333211.098276,17407.0,343.0,0.0027589520536682646,International expert
2483954344,15490695,G,0.0,17166.0,3346.0,0.0005597531560935149,International expert
436429668,13396872,B,3775018132.412244,17152.0,3.0,0.0006757046956866501,International expert
20433284,13421676,G,2347842821.3737173,17104.0,6.0,0.000745033623010397,International expert
804605049859145728,6911974,B,0.0,17164.0,58.0,0.00030637400863637546,International expert
933584411307724800,18812518,G,4346170829.897598,16998.0,3.0,0.0006794615839633435,International expert
234128524,9866782,B,578624688.9941025,17032.0,5.0,0.0011956214978583166,International expert
276822292,2732460,B,4860091636.360256,16937.0,98.0,0.004229934485516234,International expert
732611818951151616,2792831,B,18651957123.525005,16943.0,250.0,0.0005356494771603809,International expert
941287588056518656,7088125,B,7629966536.72133,16953.0,11.0,0.00017062316987340168,International expert
826853688052432896,1248163,G,6865071849.039528,16737.0,79.0,0.0012432446719858826,International expert
1653450212,1436328,B,36968158127.41053,16760.0,591.0,0.0005338539109167763,International expert
1344951,9737206,B,7273655717.815377,16880.0,87.0,0.0002449048246336648,International expert
471436748,5838476,G,21592971446.318974,16726.0,11.0,4.18261254917835e-05,International expert
904517796,138979,G,95063771256.3733,16527.0,1675.0,0.0022068926414087284,International expert
155814794,11349719,B,10917593376.57715,16434.0,1.0,0.0004802750665133714,International expert
338736117,5337475,B,3508296404.718728,16169.0,6.0,0.0006020521424054313,International expert
487673211,551404,B,44597903399.078766,16032.0,160.0,0.002313546033845267,International expert
2601691201,4713845,B,12366131203.264812,15943.0,34.0,0.0003022892343684829,International expert
41786801,2458787,B,2884337297.4922976,15920.0,23.0,0.001268108796802597,International expert
856010760,4461688,B,2445674811.719478,15643.0,4.0,0.0012073644241497746,International expert
2383882980,138393,B,40547752487.62284,15798.0,669.0,0.0022080411128817872,International expert
145711769,2455480,B,20413612686.091118,15645.0,190.0,0.002076370257520597,International expert
879161563,1469520,B,12711356699.42017,15700.0,218.0,0.0016729182288934138,International expert
1231053438,8520218,B,0.0,15568.0,6.0,0.00112103207169353,International expert
326625501,2732504,B,4556865562.49522,15493.0,116.0,0.0036541999910246177,International expert
868112707,240549,B,4889151411.987469,15570.0,38.0,0.0003249478832417312,International expert
382788364,434213,B,53072187006.344154,15403.0,596.0,0.005178035486735206,International expert
240605588,4525204,G,4618592155.626076,15478.0,117.0,0.0012805169496537157,International expert
1168793817148821504,3208791,B,11481371846.088572,15266.0,204.0,0.0037695209623866137,International expert
1630896181,1737322,B,7021586333.85449,15283.0,249.0,0.0004587469010896909,International expert
41085467,18844663,B,0.0,15294.0,1.0,0.0002312472620288143,International expert
573918122,5590736,B,3422319537.6037955,15057.0,68.0,0.0015276679580052345,International expert
259725229,2600671,G,19327757458.296597,15102.0,257.0,0.0002973531273995623,International expert
137223549,2455438,B,21561820303.332336,15018.0,69.0,0.0005517326712676112,International expert
16016427,5394076,B,7175225759.009204,14896.0,71.0,0.0013457372626212106,International expert
18091004,12849149,G,4801278265.092526,15020.0,1.0,7.45301850640153e-05,International expert
740680459,717614,G,63197484201.23229,14843.0,441.0,0.00028106748212324386,International expert
146958450,10793820,B,6415783119.834966,14767.0,11.0,0.0001565222039910448,International expert
69620713,1265145,B,4213970854.3029222,14729.0,428.0,0.0009411449696776103,International expert
19546277,1537680,B,5301932796.483689,14796.0,433.0,0.0005072703754100761,International expert
76347918,8186959,B,12679936747.643522,14600.0,161.0,0.00244002658483879,International expert
3460039877,3096239,G,6494988748.743086,14562.0,61.0,0.0013798071140191423,International expert
109220563,1737559,G,8797959579.255808,14694.0,104.0,0.0011689840141764173,International expert
3069292650,2157768,B,598650491.61443,14502.0,14.0,0.004488401486678708,International expert
1994321,12096074,B,3260982573.3757334,14571.0,408.0,0.0002496284847671126,International expert
913431260554567680,863073,G,27267595844.180992,14373.0,179.0,0.0006553460072961953,International expert
1081972159860359170,3999157,B,5250398393.826663,14411.0,14.0,0.0003618664426199847,International expert
713993413,4282022,G,3442534745.835194,14712.0,14.0,0.00018576379696689534,International expert
14236470,3224173,B,8459788515.310202,14202.0,28.0,0.00016297709590258594,International expert
1255017561135202306,9142026,G,0.0,14091.0,0.0,1.235802368631505e-06,International expert
2257546388,1891188,G,10754763540.081123,13989.0,146.0,0.0014332512531234614,International expert
212112724,3785133,B,1205497760.64803,13862.0,13.0,0.0029973452378385577,International expert
93071370,254037,B,7784755884.651104,13725.0,213.0,0.004850826913721016,International expert
3663485235,18370778,B,28801114121.322834,13741.0,4.0,5.1525500262838604e-06,International expert
394797065,944931,B,18370323487.262516,13648.0,192.0,0.00123577120428102,International expert
401579858,2189218,G,5759637542.818158,13545.0,59.0,0.0015312559549559345,International expert
569053466,19811814,G,2807937770.7180357,13573.0,6.0,0.00040199664762148693,International expert
2532127677,15747820,B,0.0,13585.0,0.0,0.0006060681121768766,International expert
14700316,1436018,B,16174588254.253265,13677.0,643.0,0.000879764263884361,International expert
23584333,238633,G,17357947815.98292,13494.0,370.0,0.006324029759494955,International expert
544389588,6119186,G,23920137270.155197,13553.0,49.0,0.0006368277050312832,International expert
22267198,5834757,B,2816374626.713572,13469.0,42.0,0.0026433166349188676,International expert
276452562,16381067,B,3442720523.132732,13619.0,91.0,0.0003353098292364861,International expert
14345812,2769097,B,15176113797.482388,13396.0,151.0,0.002966662373977568,International expert
115628224,2422798,G,8248826396.567313,13295.0,126.0,0.0015201749611509338,International expert
108665128,4305790,B,712880737.159217,13239.0,201.0,0.005473303389230936,International expert
2430359540,15304125,G,0.0,13440.0,0.0,0.00012368201509462478,International expert
69181624,1672802,B,17066522770.381472,13277.0,14.0,0.0003747926762082876,International expert
97650875,5000336,B,34328687239.61772,13097.0,337.0,0.003612120543137432,International expert
18213483,4935691,B,8123170893.764695,13461.0,14.0,0.00033180721232298676,International expert
57320024,8139968,G,2763759194.33225,13092.0,5.0,0.0003761620818152528,International expert
45586617,551020,B,50219838864.92234,13048.0,246.0,0.0034631450304155585,International expert
3290364847,1565701,B,1203860829.9418597,13077.0,391.0,0.0024375482252914607,International expert
957547182,7265734,G,4118807572.3208976,13007.0,6.0,0.0009452455594873923,International expert
4300743322,2385988,G,5756624952.793282,13198.0,29.0,5.0132666732846715e-05,International expert
229966028,2221131,B,1703458791.346711,12991.0,5.0,0.0015800320455921378,International expert
820152668626657280,2456909,B,25459022287.458633,12960.0,105.0,0.0007331694002701876,International expert
23377569,238618,G,12511426630.586006,12946.0,306.0,0.0035508860497361332,International expert
15862891,11574183,B,5982444808.20756,13057.0,5.0,0.00026873378994625083,International expert
56891751,16589025,G,4940797139.027228,12927.0,6.0,0.0006792781152489266,International expert
266867464,990991,G,40523105932.85905,12881.0,848.0,0.00628649119718469,International expert
1216650827689009152,8205381,B,0.0,12936.0,32.0,0.00023029736195521585,International expert
38576013,14786718,B,2296206085.4705653,12985.0,10.0,0.0004688487608758083,International expert
1102366739394813952,2715137,B,5727300138.893546,12856.0,12.0,0.00046384523744289456,International expert
191478785,6856104,G,6810899903.260603,12908.0,20.0,0.0002786713340060262,International expert
36442519,558635,B,6929479370.985835,12791.0,103.0,0.002965589535938253,International expert
17137628,1025474,G,7185896027.736219,12937.0,60.0,0.0005080146511926323,International expert
2173779986,2446922,B,5201031150.980855,12760.0,161.0,0.0019993499163408904,International expert
1080477288955826176,3923650,B,235311628.52894703,12742.0,6.0,0.0013386613915669413,International expert
1135341205,5834531,B,1871785340.1700764,12699.0,34.0,0.006430131068790023,International expert
21114659,1612842,B,14275555618.51508,12841.0,40.0,0.0007422023912693665,International expert
59393368,1565952,B,5041827586.282895,12676.0,743.0,0.007796263724293481,International expert
732787392722182144,2268529,B,70722869909.75575,12741.0,1652.0,0.009994352249839435,International expert
335455570,9350494,B,1244867842.4894612,12693.0,77.0,0.0009007475083056478,International expert
21581503,14158364,B,0.0,12643.0,0.0,0.00033442579585005194,International expert
811618285129232388,10121755,G,5858012774.925081,12520.0,6.0,0.00021312528274998726,International expert
140784400,7098668,B,5094351459.562179,12450.0,38.0,0.0009668746445170386,International expert
19527964,1309966,B,1100850862.8839602,12392.0,40.0,0.0013227062886264445,International expert
632923508,5151430,G,2453172434.234715,12444.0,33.0,0.0009417330304692413,International expert
22604940,6785518,B,9305437053.688192,12262.0,36.0,0.0025671614420914005,International expert
1163085970901630977,2275139,B,2212789779.0480638,12038.0,144.0,0.007787330481976657,International expert
374527877,1259955,G,12691006819.736727,11970.0,105.0,0.0007928655765402254,International expert
22434517,3736502,B,2166252320.017107,12141.0,32.0,0.0012294167482943279,International expert
70547127,1738126,B,17743763445.871975,11960.0,91.0,0.001994688589938829,International expert
45511355,9608994,B,4188440601.3588734,11948.0,61.0,0.002609347065902043,International expert
780126064869650432,1871468,G,10588856700.730791,11964.0,28.0,0.00012378547967821076,International expert
1327359720,1264911,B,742407896.1071475,11916.0,1.0,0.0010450738302645187,International expert
31029819,10257697,B,14297811314.201756,11823.0,15.0,0.00033258139329462775,International expert
16910746,1178813,G,6609490724.010532,11742.0,77.0,0.0008940094783827396,International expert
1215611444105969664,4689589,B,4748725988.848254,11851.0,33.0,0.0006835185889685323,International expert
1128049495063834625,2432579,B,7154078699.027227,11709.0,81.0,0.00029778602177381325,International expert
745273,769761,B,21867602354.72064,11530.0,64.0,0.0006192178333294596,International expert
3280573716,475864,B,22586149476.49379,11491.0,443.0,0.002908766879584942,International expert
223702433,5815642,G,6613936549.225741,11492.0,11.0,9.411542073619397e-05,International expert
191795989,2320353,G,3083677701.2360573,11335.0,19.0,0.0013083361348251474,International expert
256528505,15841115,G,0.0,11321.0,0.0,0.00020125637861393775,International expert
19230601,4274071,G,2669200370.3171415,11444.0,3.0,0.00022956681207003912,International expert
1164940374374330368,6742358,B,0.0,11361.0,0.0,5.200178463708202e-05,International expert
816291044325261312,13872330,B,10847077277.600039,11322.0,2.0,5.237357606565025e-05,International expert
22019881,1864878,B,17654203905.814167,11347.0,291.0,0.0016622518058088285,International expert
1155312569361547264,2169304,B,10382743034.203152,11287.0,135.0,0.0035591285904177017,International expert
156651229,11094419,B,599773167.6659815,11283.0,18.0,0.0013779294257420004,International expert
75367781,1986608,B,1160574827.182962,11215.0,16.0,0.0012401855579538615,International expert
2384105730,221698,B,61383541900.7635,11205.0,1507.0,0.006812770185390313,International expert
235217558,14998823,B,290928279.96636546,11223.0,3.0,0.0016589946456849877,International expert
104146203,2454875,B,1016408399.8290036,11197.0,15.0,0.0039296839591308665,International expert
603344194,1987968,B,5995345576.624267,11151.0,139.0,0.0047470533482883125,International expert
451192624,474153,B,49459526587.34534,11263.0,262.0,0.0032325890066655727,International expert
144274618,1161561,B,6223462095.503411,11169.0,304.0,0.0016524501761985715,International expert
354778701,1761742,G,1619556850.4998248,11048.0,27.0,0.005552798097082428,International expert
175055258,141669,G,36832181160.21182,11002.0,2108.0,0.01033888591495805,International expert
2890961,11697546,B,2159773868.565169,11147.0,2.0,0.00034677420814978647,International expert
14130366,8831865,B,16465989346.434744,10966.0,3.0,5.770221458490865e-05,International expert
20583561,13888509,B,2513893973.178408,10989.0,2.0,0.0005217005957316887,International expert
1226167963,595385,B,67497508936.21336,10892.0,2001.0,0.009102612173157994,International expert
30261067,3368281,B,4779272369.409007,10954.0,26.0,0.00021922117697791406,International expert
932163222,20569954,G,2837722735.1512036,10865.0,1.0,0.0010212136237776588,International expert
735645005079928832,1344431,B,23251096386.10927,10828.0,852.0,0.011627595130823596,International expert
19898168,1788718,B,3387566398.191235,10814.0,182.0,0.0009616206971043295,International expert
162901927,2490482,G,11707448211.706932,10760.0,44.0,0.00154386184593775,International expert
839227825,2456954,B,14509566376.392603,10764.0,116.0,0.0026447997298008476,International expert
112705099,1257644,G,16704492571.49876,10751.0,85.0,0.0017195009333688365,International expert
202154433,3403772,G,1089231743.420248,10722.0,25.0,0.003986036757607327,International expert
117042662,5836019,G,6149584125.126517,10722.0,47.0,0.0010388686192150166,International expert
14327996,4989923,B,5158153387.183321,10728.0,4.0,0.0001215714288709958,International expert
845650396441923584,98962,G,13837875555.575132,10583.0,104.0,0.0011899417557266962,International expert
779897284532113408,21245613,B,0.0,10572.0,0.0,0.0022627970106961705,International expert
13787352,9927316,B,672767785.787839,10664.0,7.0,0.0014501579562043309,International expert
185827887,13020935,G,0.0,10567.0,0.0,1.9921910111287316e-05,International expert
86970530,554463,B,48325574746.415146,10538.0,326.0,0.0022582896867723618,International expert
444465942,19192571,B,0.0,10439.0,0.0,6.339590984025729e-05,International expert
108064385,3929684,B,8682079806.424429,10489.0,71.0,0.0010909096633195698,International expert
1120750490218893313,5464980,G,3046657834.980514,10416.0,2.0,0.00020813925841619278,International expert
1165513545301102592,3367893,B,1966408782.4103823,10371.0,96.0,0.006146960541692221,International expert
333935142,17906065,G,0.0,10356.0,0.0,0.0005254485773966294,International expert
25387183,6786494,G,1700825014.1312747,10410.0,24.0,0.0007739294591493069,International expert
378809160,901925,G,8712008661.73943,10337.0,400.0,0.0008496393464991448,International expert
2986063739,1488155,G,4071897459.5931916,10316.0,16.0,0.0006935639448607569,International expert
59755457,142086,G,10553461744.344849,10310.0,874.0,0.0062332170722687215,International expert
704282873231237121,99809,B,87510763709.48572,10313.0,1251.0,0.005923165730521556,International expert
914877149164789760,9549309,B,484645037.8885115,10285.0,8.0,0.0036216730994029895,International expert
700616508578222080,17852503,G,1494719215.8426688,10234.0,2.0,0.0005591867776090296,International expert
126733638,9284325,G,0.0,10271.0,1566.0,0.0006232177634268869,International expert
820452522494226433,3176311,B,6596668730.028126,10372.0,37.0,0.0036609272145155286,International expert
588261604,7263401,B,3162777252.3123264,10241.0,201.0,0.0012658618643973055,International expert
14647570,10754759,B,4844790284.459805,10215.0,46.0,0.0002898145187080269,International expert
24107523,1686854,B,16721907533.714695,10189.0,1014.0,0.009266631009130735,International expert
1217317989130948608,1353785,G,10400039701.790058,10167.0,134.0,0.0014027182521698972,International expert
338004749,1355695,G,28856150005.587708,10058.0,424.0,0.0024249105519471748,International expert
266930441,126868,G,8825101812.321129,10003.0,138.0,0.0024729957555892613,International expert
1536223580,9816588,G,6331806904.560995,9987.0,19.0,0.0011645090980145017,International expert
111556576,5306875,G,4665002747.11352,10038.0,11.0,0.0002535773767650672,International expert
620136960,5342833,B,4345137461.61506,10006.0,360.0,0.0005719591761219883,International expert
3048160253,460817,B,7881369090.254761,10102.0,154.0,0.0039477308945917375,International expert
40548465,2279370,G,8019380763.434767,9931.0,144.0,0.0030899198558853994,International expert
1082416697380913152,763016,B,1698813035.8125222,9912.0,28.0,0.002292631359876479,International expert
44900997,692768,G,2516121212.7006865,9930.0,10.0,0.0006891533483972609,International expert
1225135593937465344,7219756,B,3268113437.894442,9892.0,37.0,0.0018031354162948037,International expert
1087894355736551424,194069,B,28664832199.606365,9905.0,272.0,0.0011273305858450985,International expert
1925374026,5049547,B,4599318862.472524,9954.0,27.0,0.0005420329535336233,International expert
75890868,2590102,B,22374463569.311413,9825.0,138.0,0.0025138555036252823,International expert
53037279,3107396,G,2403727340.856249,9884.0,248.0,0.0011874029102054216,International expert
22910295,14760207,G,5174214126.162932,9789.0,2.0,9.756706470565413e-05,International expert
1035487235213287426,2243875,G,3865400301.470365,9778.0,44.0,0.0015570782906902158,International expert
138391053,749107,G,14063958792.796734,9620.0,278.0,0.002994694256439346,International expert
2557387046,15807081,B,0.0,9628.0,0.0,1.0686536254074241e-05,International expert
313054802,2268511,B,9558237099.524685,9708.0,142.0,0.0031935864936952865,International expert
910623276778405888,554872,B,13727278511.371649,9604.0,1272.0,0.02023926869655963,International expert
4430660543,6718275,B,1415056989.2049825,9698.0,27.0,0.004698928833907677,International expert
25796143,1802431,B,2553514713.5392284,9526.0,101.0,0.006513823290218451,International expert
973326293986103299,5351746,G,15254260610.655779,9545.0,18.0,0.00016384754190103837,International expert
404422077,7548311,B,2274399879.523128,9480.0,12.0,0.0023701601187638144,International expert
272019676,2165508,B,1566668776.4829707,9521.0,52.0,0.0009999551926926805,International expert
91966685,485751,G,10557061699.510096,9472.0,404.0,0.0012580867417700905,International expert
14584903,10716779,B,3687407857.238196,9448.0,4.0,0.0005678912033272544,International expert
269647166,2455976,B,9069284395.511223,9395.0,26.0,0.0001172148236684301,International expert
2899302327,16808585,G,0.0,9352.0,1097.0,0.00373571783407849,International expert
1140607324127518720,185796,B,21647225085.649887,9311.0,1069.0,0.014307004949814022,International expert
753735437940908033,2878699,G,3517469134.833563,9222.0,107.0,0.003606178994658271,International expert
375133806,1871777,B,16608719607.091455,9219.0,66.0,0.0013283362981927637,International expert
15861355,11573675,B,0.0,9202.0,0.0,0.0024218513746343314,International expert
83435676,9564113,B,1167661518.5207393,9284.0,24.0,0.0018605950001655811,International expert
915528910049222657,559868,B,41456533568.53891,9274.0,1150.0,0.01348587865537629,International expert
972651,10102944,B,3919174065.701876,9246.0,14.0,6.610267525153975e-05,International expert
227429355,3178169,B,3974879453.826789,9139.0,129.0,0.004278014996875651,International expert
3048930572,17226500,B,0.0,9140.0,0.0,0.000990823758740481,International expert
1166404686817030144,250307,B,4327683086.138956,9132.0,2191.0,0.0449913236318808,International expert
616065012,199357,G,16979854087.863173,9049.0,540.0,0.006384100676612143,International expert
171977969,5224638,G,10341154244.59746,9037.0,91.0,0.00104283974332782,International expert
19042993,654053,B,61809121791.24823,9078.0,2047.0,0.019100371520556898,International expert
743236960525836288,633040,B,15736988495.101807,9041.0,471.0,0.012086507222967944,International expert
359188534,8726680,B,4067614406.2850466,9039.0,24.0,0.00011136799219995576,International expert
3224540611,261980,B,2221370772.4793715,8976.0,91.0,0.011264969781669777,International expert
194939760,10350220,G,2060830542.7805662,8932.0,10.0,0.0008803123764948195,International expert
2820507071,10460583,B,621778762.0353235,8953.0,54.0,0.0030396675192178794,International expert
20583993,5691495,B,3530259052.480656,9004.0,28.0,0.0002601764660338278,International expert
141163282,10159295,G,0.0,8838.0,1.0,0.0014386698620347657,International expert
1254412448,1234301,B,54222132969.19288,8842.0,781.0,0.007434993795893519,International expert
1067434459794857984,1666549,B,5252643404.652795,8805.0,15.0,0.0009509262711422742,International expert
6959082,4828685,G,3792373568.6611447,8821.0,22.0,0.0012181163114217404,International expert
368799101,2456301,B,4861790544.109135,8786.0,30.0,0.0021656232631572713,International expert
35697740,244756,G,1843742622.5784786,8757.0,67.0,0.0020758715377268387,International expert
520445177,12473427,B,4835272066.197353,8727.0,8.0,0.00031222670570407447,International expert
